247.6277,67.793915,9.5,4.5
244.15355,104.12476,9.5,5.5
252.85214,242.85593,9.5,9.5
243.27454,120.2253,9.5,6.0
245.96039,86.9569,9.5,5.0
249.46188,223.04416,9.5,9.0
243.32332,135.25851,9.5,6.5
247.06918,203.16263,9.5,8.5
245.88333,186.20404,9.5,8.0
244.62772,168.2479,9.5,7.5
243.51161,152.28687,9.5,7.0
230.08325,31.930395,9.0,3.5
227.74619,70.18661,9.0,4.5
226.12764,104.38281,9.0,5.5
233.54964,239.19348,9.0,9.5
225.29741,135.51657,9.0,6.5
228.90376,201.42555,9.0,8.5
226.53204,167.50838,9.0,7.5
213.79442,14.023025,8.5,3.0
212.19685,34.183575,8.5,3.5
211.38759,51.281677,8.5,4.0
209.79002,71.44223,8.5,4.5
208.10173,104.64087,8.5,5.5
216.38179,237.38664,8.5,9.5
207.15295,119.74384,8.5,6.0
208.98076,88.54033,8.5,5.0
213.06128,218.57243,8.5,9.0
211.80566,200.61629,8.5,8.5
210.61981,183.6577,8.5,8.0
209.43394,166.69911,8.5,7.5
208.3876,151.73564,8.5,7.0
207.2715,135.77463,8.5,6.5
195.23827,35.369434,8.0,3.5
193.75925,71.56077,8.0,4.5
192.07095,104.75941,8.0,5.5
192.23828,135.82341,8.0,6.5
198.28612,236.64713,8.0,9.5
194.70757,199.80702,8.0,8.5
192.33585,165.88985,8.0,7.5
180.97945,17.821335,7.5,3.0
179.27725,36.48554,7.5,3.5
178.50285,54.082424,7.5,4.0
178.76091,72.10833,7.5,4.5
177.03773,104.80819,7.5,5.5
176.58774,119.87628,7.5,6.0
177.20506,135.8722,7.5,6.5
177.25385,150.90541,7.5,7.0
177.95164,89.206436,7.5,5.0
177.30263,165.93863,7.5,7.5
181.18802,235.83786,7.5,9.5
179.86264,216.88414,7.5,9.0
178.60703,198.928,7.5,8.5
177.42117,181.9694,7.5,8.0
164.24403,36.53432,7.0,3.5
162.765,72.725655,7.0,4.5
162.50331,104.8221,7.0,5.5
162.10208,134.9234,7.0,6.5
162.26941,165.98741,7.0,7.5
165.12236,235.45763,7.0,9.5
162.50648,198.04897,7.0,8.5
148.95276,18.557196,6.5,3.0
148.71204,36.617985,6.5,3.5
147.97252,54.71365,6.5,4.0
147.7318,72.77444,6.5,4.5
147.4701,104.87088,6.5,5.5
147.92009,89.80278,6.5,5.0
147.02008,119.93897,6.5,6.0
147.06886,134.97218,6.5,6.5
147.18741,151.00298,6.5,7.0
147.23619,166.0362,6.5,7.5
147.28497,181.06941,6.5,8.0
150.12402,236.00519,6.5,9.5
148.72888,216.05391,6.5,9.0
147.47327,198.09775,6.5,8.5
133.18004,36.701645,6.0,3.5
132.19978,72.8581,6.0,4.5
131.90321,104.45576,6.0,5.5
132.03566,135.02098,6.0,6.5
132.70175,166.0501,6.0,7.5
133.43762,198.07678,6.0,8.5
135.05592,235.55519,6.0,9.5
119.38511,18.619884,5.5,3.0
118.6456,36.71555,5.5,3.5
118.40487,54.776337,5.5,4.0
117.66535,72.872,5.5,4.5
117.83268,103.936005,5.5,5.5
117.95122,119.96678,5.5,6.0
117.7839,88.90279,5.5,5.0
118.0,135.0,5.5,6.5
118.11854,151.03078,5.5,7.0
118.16732,166.064,5.5,7.5
118.2161,181.09721,5.5,8.0
118.4044,198.12556,5.5,8.5
118.66245,216.15147,5.5,9.0
117.9927,235.2447,5.5,9.5
103.5775,36.26555,5.0,3.5
103.6297,72.85103,5.0,4.5
103.29824,103.949905,5.0,5.5
102.96678,135.04878,5.0,6.5
103.1341,166.11278,5.0,7.5
103.371185,198.17435,5.0,8.5
102.95948,235.29349,5.0,9.5
87.82233,18.822084,4.5,3.0
88.01062,35.85043,4.5,3.5
