246.54904,67.11149
245.6769,102.97063
247.00702,238.38336
245.34512,119.44283
246.43419,85.7591
246.19835,221.1646
245.50659,134.94908
245.8908,202.85211
246.06723,186.51688
245.91449,168.6813
245.45612,152.4725
226.66312,13.5618515
227.73433,32.450397
227.73186,47.95123
228.93573,68.127594
229.26253,102.664665
229.37532,86.16916
230.73053,236.96236
228.8462,119.4501
228.99466,135.24965
229.51364,219.78711
229.79233,202.37675
229.78485,185.73286
229.48901,168.57014
228.9211,152.05666
211.20976,15.508142
211.59122,33.010628
212.23755,48.79306
212.11403,68.33731
212.01773,102.42435
215.38277,236.74524
211.42778,118.42772
212.25609,85.65735
213.80957,219.75885
213.85497,202.5823
213.6636,185.69574
213.21277,168.26706
212.5792,152.5461
211.64671,135.5558
195.76308,16.495504
195.57072,32.908386
196.0251,49.36571
196.4154,67.662704
196.393,85.18269
196.03275,102.15737
196.37517,118.29991
196.5875,135.63094
198.44954,237.32901
196.51564,151.83992
197.47708,220.01228
197.2711,202.63315
196.87296,185.53012
196.25075,167.86575
180.53833,16.45456
180.00441,33.027187
180.18428,49.64942
181.28792,67.60053
180.55612,101.90108
180.32692,118.23172
181.05426,135.69809
181.01498,152.06181
181.0907,85.29198
180.82079,168.23283
181.92383,237.5489
181.60387,219.95097
181.1367,202.40053
180.52518,185.11783
164.8825,16.226997
164.93893,32.421276
164.90079,49.612682
164.74365,67.72623
165.22514,101.679276
164.93164,118.12549
165.05415,134.6571
165.4026,85.51028
165.12784,152.23674
165.01428,168.51886
164.79736,184.46782
165.98817,237.8704
165.34418,220.16367
164.58047,201.98935
148.9121,15.828896
149.12872,32.048332
148.7852,49.29848
148.89629,67.457405
149.08789,101.55735
149.38132,85.312035
148.72627,118.08344
148.83801,134.69489
148.95535,152.3584
148.93008,168.71402
148.84433,184.7287
150.84137,238.77673
149.83185,220.07668
148.82335,202.31448
133.80437,15.654418
133.17325,31.91572
133.03851,49.162968
132.36234,67.382
132.57544,84.20178
132.19992,101.00361
132.35281,118.07409
132.4527,134.72093
132.6151,152.42233
133.22304,168.77374
133.27057,184.81856
133.97627,202.39821
135.50848,238.5548
134.194,220.27122
119.172,15.696578
118.213974,31.956537
117.78466,49.192886
116.85906,67.4054
116.90559,100.41996
117.03011,118.022675
116.89674,84.21034
117.11747,134.6607
117.32102,152.35497
117.47595,168.73868
117.65839,184.77878
118.0346,202.39139
118.5168,220.26117
103.62603,16.4947
118.08061,238.20728
102.79741,31.79958
102.09015,49.45849
101.96927,67.54061
101.19595,100.49498
100.672485,117.53145
100.78145,134.6644
101.83766,84.294235
101.025925,152.30394
101.27151,168.64021
101.59025,184.63763
102.167786,202.20985
101.88006,220.08878
102.793655,237.9513
87.726616,16.742182
87.07943,31.925978
86.592026,49.92272
86.2216,67.9159
85.69152,100.64742
85.63632,117.54768
85.72698,134.58632
86.004364,152.13313
85.91485,84.57954
86.32818,168.38936
86.76628,184.3155
87.5207,201.8204
87.4766,219.63159
87.673386,237.47305
71.3866,50.09295
71.18575,31.892677
71.18114,16.950562
70.776886,67.94016
69.98611,100.92001
69.82877,117.13784
70.32048,84.98199
69.93085,134.57472
70.23742,151.97914
70.636154,168.11093
71.19034,183.92503
71.61397,201.33627
72.32018,219.02977
72.81095,236.78494
54.775417,68.230835
54.64842,50.691864
54.794353,32.22763
55.114784,17.440125
54.629623,84.51339
54.6979,100.73784
54.500103,117.30993
54.5775,134.55914
54.90569,151.78136
55.367634,167.75339
55.52841,183.43898
56.12236,200.69905
57.527905,218.25748
58.287632,235.90446
39.345592,68.18051
39.464844,50.88492
39.458576,100.68461
39.69935,117.515686
38.99958,32.797123
39.751434,134.54253
39.50441,84.17261
38.756145,17.494173
40.093487,151.548
40.605785,167.32918
40.3913,182.85083
40.728035,200.42711
41.4615,218.27235
41.590748,235.69957
24.8473,100.706894
24.573788,67.30905
24.930288,50.319584
25.664515,32.391186
24.539762,117.31817
24.590847,134.59634
25.030848,152.37798
24.548492,84.00743
25.493914,166.88667
23.130102,17.80899
25.512838,183.1939
25.942085,200.02663
26.055372,218.10402
25.06339,237.00029
9.625532,67.6809
10.2237425,50.07594
9.136456,100.00235
10.143514,134.65239
9.428992,84.07193
9.223128,117.25384
10.383533,32.63306
10.58279,152.12804
11.181778,167.4071
11.313211,183.4375
8.353443,17.544638
11.879223,199.99994
11.1980295,216.86179
