246.43506,65.54184,9.5,4.5
243.59549,101.92778,9.5,5.5
254.71394,240.48601,9.5,9.5
242.9976,118.04121,9.5,6.0
245.10243,84.731,9.5,5.0
250.97844,220.73642,9.5,9.0
243.30875,133.07129,9.5,6.5
248.23914,200.89967,9.5,8.5
246.75749,183.96437,9.5,8.0
245.18869,166.03287,9.5,7.5
243.79419,150.09375,9.5,7.0
229.33853,7.8122196,9.0,3.0
228.26738,29.989971,9.0,3.5
226.76044,47.18675,9.0,4.0
226.59831,68.28115,9.0,4.5
225.57683,102.50039,9.0,5.5
226.17473,86.38696,9.0,5.0
235.35046,237.16098,9.0,9.5
224.97894,118.613815,9.0,6.0
225.29008,133.64389,9.0,6.5
231.65854,217.9095,9.0,9.0
230.04616,199.4799,9.0,8.5
228.56451,182.54459,9.0,8.0
227.08287,165.60928,9.0,7.5
225.68837,149.67017,9.0,7.0
211.66849,12.369607,8.5,3.0
210.42302,32.55497,8.5,3.5
209.91228,49.66459,8.5,4.0
208.66681,69.84995,8.5,4.5
207.55818,103.073,8.5,5.5
218.15369,235.65405,8.5,9.5
206.87312,118.19023,8.5,6.0
208.15607,86.95957,8.5,5.0
214.50534,216.90067,8.5,9.0
212.93654,198.96916,8.5,8.5
211.4549,182.03384,8.5,8.0
209.97325,165.09854,8.5,7.5
208.66591,150.15562,8.5,7.0
207.27142,134.2165,8.5,6.5
194.86392,15.345547,8.0,3.0
193.48772,34.036617,8.0,3.5
193.02055,51.644333,8.0,4.0
192.64055,70.248245,8.0,4.5
192.1298,87.35787,8.0,5.0
191.5319,103.4713,8.0,5.5
191.84305,118.50137,8.0,6.0
192.24135,134.52765,8.0,6.5
200.04788,235.23047,8.0,9.5
192.55249,149.55772,8.0,7.0
197.39572,216.38992,8.0,9.0
195.82692,198.45842,8.0,8.5
194.34528,181.5231,8.0,8.0
192.86363,164.5878,8.0,7.5
178.9248,16.740038,7.5,3.0
177.5486,35.431107,7.5,3.5
177.08144,53.038826,7.5,4.0
177.65404,71.05749,7.5,4.5
176.50183,103.78244,7.5,5.5
176.31487,118.856094,7.5,6.0
177.21127,134.83879,7.5,6.5
177.5224,149.86887,7.5,7.0
177.1433,88.16711,7.5,5.0
177.83354,164.89894,7.5,7.5
182.93826,234.71973,7.5,9.5
181.2823,215.79202,7.5,9.0
179.7135,197.86052,7.5,8.5
178.23184,180.9252,7.5,8.0
162.94211,17.636433,7.0,3.0
162.51852,35.74225,7.0,3.5
162.09494,53.848064,7.0,4.0
161.67136,71.95388,7.0,4.5
161.96985,104.05,7.0,5.5
161.7829,119.12366,7.0,6.0
162.09404,134.15373,7.0,6.5
162.1568,88.97635,7.0,5.0
162.49232,150.18001,7.0,7.0
162.80347,165.21008,7.0,7.5
163.11461,180.24016,7.0,8.0
166.86841,234.61992,7.0,9.5
165.21245,215.69221,7.0,9.0
163.60007,197.26262,7.0,8.5
146.91583,18.03473,6.5,3.0
146.99036,36.09697,6.5,3.5
146.56676,54.202785,6.5,4.0
146.64128,72.26502,6.5,4.5
146.93977,104.361145,6.5,5.5
147.12672,89.28749,6.5,5.0
146.75282,119.4348,6.5,6.0
147.06396,134.46487,6.5,6.5
147.46225,150.49115,6.5,7.0
147.77339,165.52122,6.5,7.5
148.08453,180.5513,6.5,8.0
151.88191,235.42915,6.5,9.5
150.1388,215.50526,6.5,9.0
148.56999,197.57376,6.5,8.5
